"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1815",407893,"Mark Teixeira",2015,"1815","100.0","0.255","0.293","0.246","0.548","0.381","0.373","0.263","100","392","88.9","13.4","2071","88.2","87.52","174","776","1010","-0.7","6.02","110","159","127","146","295","318","295"
"2269",446263,"Lucas Duda",2015,"2269","100.0","0.244","0.242","0.285","0.486","0.359","0.371","0.258","115","471","91.0","19.2","2113","88.0","87.10","236","949","1281","-0.9","6.02","115","162","132","149","295","316","301"
"1720",457759,"Justin Turner",2015,"1720","100.0","0.294","0.197","0.321","0.491","0.371","0.370","0.294","113","385","88.0","14.8","2140","89.4","88.71","142","795","907","-0.7","6.00","109","150","114","146","300","314","292"
"2723",493316,"Yoenis Cespedes",2015,"2723","100.0","0.291","0.251","0.323","0.542","0.367","0.369","0.288","184","633","90.2","12.8","2121","89.4","88.67","315","1331","1366","-0.7","6.04","108","151","115","146","300","319","296"
"2033",519048,"Mitch Moreland",2015,"2033","100.0","0.278","0.204","0.317","0.482","0.348","0.368","0.285","131","471","90.4","11.7","2142","87.8","87.45","245","954","1061","-0.4","6.02","114","153","122","149","293","316","301"
"2141",460075,"Ryan Braun",2015,"2141","100.0","0.285","0.213","0.322","0.498","0.366","0.367","0.279","144","506","91.0","9.3","2059","89.3","88.96","246","1075","1044","-0.3","6.18","110","149","114","146","302","314","295"
"2321",474832,"Brandon Belt",2015,"2321","100.0","0.280","0.197","0.363","0.478","0.359","0.367","0.272","138","492","88.4","16.4","2134","88.4","87.85","326","1153","1155","-0.6","5.92","115","153","120","149","293","316","301"
"2289",134181,"Adrian Beltre",2015,"2289","100.0","0.287","0.166","0.295","0.453","0.337","0.363","0.300","163","567","88.5","13.6","2149","88.5","88.12","185","1101","1171","-0.4","6.04","105","148","115","145","300","318","295"
"2558",543333,"Eric Hosmer",2015,"2558","100.0","0.297","0.162","0.336","0.459","0.355","0.362","0.293","178","599","87.9","7.2","2119","88.1","87.22","238","1156","1367","-0.9","5.93","111","147","115","148","296","315","302"
"1709",444843,"Andre Ethier",2015,"1709","100.0","0.294","0.192","0.330","0.486","0.366","0.362","0.283","116","395","85.4","13.1","2123","88.8","88.07","163","819","879","-0.7","5.97","114","147","113","149","291","315","301"
"1790",543807,"George Springer",2015,"1790","100.0","0.276","0.183","0.342","0.459","0.360","0.361","0.269","107","388","88.7","9.4","2135","88.6","87.85","266","813","965","-0.7","5.91","108","150","111","145","294","318","294"
"1898",429667,"Ryan Howard",2015,"1898","100.0","0.229","0.214","0.272","0.443","0.308","0.361","0.276","107","467","89.9","15.0","2130","88.4","87.67","330","1036","851","-0.7","6.04","115","165","141","149","294","317","301"
"2981",434158,"Curtis Granderson",2015,"2981","100.0","0.259","0.198","0.305","0.457","0.357","0.360","0.258","150","580","88.4","16.8","2110","89.0","88.18","232","1117","1846","-0.8","6.04","116","150","110","151","290","313","297"
"2447",429664,"Robinson Cano",2015,"2447","100.0","0.287","0.159","0.316","0.446","0.335","0.360","0.305","179","624","89.9","7.0","2139","88.8","87.82","233","1218","1208","-1.0","5.97","114","147","116","150","287","314","299"
"2606",425783,"Shin-Soo Choo",2015,"2606","100.0","0.276","0.187","0.335","0.463","0.365","0.359","0.260","153","555","89.0","8.9","2135","88.2","87.70","293","1084","1494","-0.5","6.00","114","146","108","148","288","314","299"
"1881",628356,"Jung Ho Kang",2015,"1881","100.0","0.287","0.173","0.344","0.461","0.356","0.358","0.281","121","421","88.9","7.1","2118","89.4","88.91","199","794","1069","-0.5","6.11","109","149","112","145","300","311","290"
"2517",405395,"Albert Pujols",2015,"2517","100.0","0.244","0.236","0.217","0.480","0.333","0.357","0.282","147","602","90.1","13.2","2144","88.2","87.46","187","1143","1327","-0.7","6.02","106","150","117","144","303","320","297"
"2483",425902,"Prince Fielder",2015,"2483","100.0","0.305","0.158","0.323","0.463","0.360","0.356","0.286","187","613","89.5","11.4","2128","87.5","87.07","246","1188","1235","-0.4","5.98","113","152","122","150","295","320","304"
"1797",621043,"Carlos Correa",2015,"1797","100.0","0.279","0.233","0.296","0.512","0.365","0.353","0.276","108","387","88.7","8.7","2134","88.4","87.53","164","804","988","-0.9","5.91","107","150","112","145","294","316","293"
"2537",572122,"Kyle Seager",2015,"2537","100.0","0.266","0.185","0.278","0.451","0.335","0.353","0.285","166","623","88.2","16.2","2132","88.2","87.29","203","1148","1360","-0.9","5.96","114","152","112","150","286","313","297"
"2542",543401,"Jason Kipnis",2015,"2542","100.0","0.303","0.149","0.356","0.451","0.355","0.351","0.295","171","565","87.6","11.1","2117","88.2","87.84","185","1087","1412","-0.4","5.96","114","147","103","148","280","306","293"
"2172",543063,"Brandon Crawford",2015,"2172","100.0","0.256","0.205","0.293","0.461","0.331","0.351","0.268","130","508","89.3","10.3","2100","87.8","87.20","315","1119","999","-0.6","5.91","114","147","107","149","291","315","300"
"2150",488726,"Michael Brantley",2015,"2150","100.0","0.310","0.170","0.318","0.480","0.368","0.350","0.298","164","529","87.5","10.3","2118","88.4","87.91","79","908","1208","-0.5","5.97","112","146","110","147","283","308","294"
"2299",456715,"Lorenzo Cain",2015,"2299","100.0","0.307","0.171","0.347","0.477","0.360","0.349","0.289","169","551","88.8","11.6","2144","88.6","87.71","216","1131","1138","-0.9","5.95","106","149","111","145","298","311","287"
"1764",518735,"Yasmani Grandal",2015,"1764","100.0","0.234","0.169","0.268","0.403","0.335","0.347","0.237","83","355","89.3","11.7","2128","88.8","88.09","157","685","1072","-0.7","5.94","114","153","118","149","296","317","301"
"2789",592518,"Manny Machado",2015,"2789","100.0","0.286","0.216","0.297","0.502","0.370","0.345","0.267","181","633","89.5","13.8","2159","88.7","88.34","211","1199","1571","-0.4","6.03","108","151","110","146","297","316","289"
"1923",444482,"David Peralta",2015,"1923","100.0","0.312","0.210","0.368","0.522","0.380","0.345","0.275","144","462","89.9","8.0","2108","88.6","88.11","224","910","995","-0.5","5.97","115","149","114","149","293","317","301"
"2249",456714,"Billy Butler",2015,"2249","100.0","0.251","0.139","0.282","0.390","0.311","0.345","0.265","135","538","88.1","10.5","2146","87.8","87.12","189","1004","1221","-0.7","5.86","108","149","116","147","299","315","290"
"2125",592885,"Christian Yelich",2015,"2125","100.0","0.300","0.116","0.370","0.416","0.343","0.344","0.290","143","476","90.5","3.7","2112","88.7","87.57","203","906","1195","-1.1","5.84","112","147","103","147","287","309","298"
"2651",592178,"Kris Bryant",2015,"2651","100.0","0.275","0.213","0.378","0.488","0.371","0.344","0.229","154","559","88.3","18.5","2132","89.6","88.86","462","1297","1343","-0.7","5.97","107","149","115","145","300","317","298"
"2863",467793,"Carlos Santana",2015,"2863","100.0","0.231","0.164","0.261","0.395","0.331","0.344","0.244","127","550","88.2","10.2","2086","88.0","87.61","202","1042","1785","-0.4","5.99","112","157","120","145","292","313","294"
"2436",519058,"Mike Moustakas",2015,"2436","100.0","0.284","0.185","0.293","0.469","0.353","0.344","0.274","156","550","87.7","15.1","2142","88.5","87.64","192","1148","1265","-0.9","5.93","113","154","115","149","291","313","299"
"2070",136860,"Carlos Beltran",2015,"2070","100.0","0.276","0.195","0.297","0.471","0.346","0.344","0.276","132","478","90.0","14.5","2097","88.4","87.76","170","940","1120","-0.6","5.99","112","159","123","149","291","315","293"
"1892",502517,"Daniel Murphy",2015,"1892","100.0","0.280","0.168","0.278","0.448","0.324","0.342","0.295","140","500","89.4","12.2","2110","88.8","87.96","82","917","937","-0.8","6.04","112","147","109","147","283","309","297"
"2715",408045,"Joe Mauer",2015,"2715","100.0","0.265","0.115","0.309","0.380","0.311","0.342","0.282","157","592","88.4","7.2","2162","89.4","88.68","186","1098","1572","-0.7","5.96","112","147","115","148","285","309","298"
"2361",572041,"A.J. Pollock",2015,"2361","100.0","0.315","0.182","0.338","0.498","0.371","0.342","0.285","192","609","87.9","9.6","2129","88.5","88.10","183","1085","1264","-0.4","5.99","107","148","103","145","301","317","293"
"2526",547989,"Jose Abreu",2015,"2526","100.0","0.290","0.212","0.333","0.502","0.361","0.341","0.274","178","613","89.8","11.2","2167","88.6","87.94","306","1229","1238","-0.7","6.08","106","149","116","146","298","317","293"
"2464",592626,"Joc Pederson",2015,"2464","100.0","0.210","0.206","0.262","0.417","0.335","0.341","0.214","101","480","90.4","14.2","2114","88.3","87.51","375","1038","1390","-0.8","5.93","117","151","116","148","298","318","303"
"1917",476883,"Pedro Alvarez",2015,"1917","100.0","0.243","0.227","0.279","0.469","0.333","0.340","0.259","106","437","90.8","7.6","2069","87.7","87.15","273","884","996","-0.5","6.05","116","157","124","149","300","316","299"
"1671",518960,"Jonathan Lucroy",2015,"1671","100.0","0.264","0.127","0.297","0.391","0.313","0.340","0.286","98","371","87.7","11.8","2089","89.7","89.30","111","724","945","-0.4","6.12","110","149","112","146","299","308","287"
"1992",488862,"Yunel Escobar",2015,"1992","100.0","0.314","0.101","0.347","0.415","0.348","0.340","0.290","168","535","87.7","5.3","2126","89.3","88.71","176","987","988","-0.6","6.12","108","149","109","146","297","310","287"
"1777",501981,"Khris Davis",2015,"1777","100.0","0.247","0.258","0.285","0.505","0.353","0.340","0.230","97","392","89.0","14.4","2042","88.8","88.35","284","857","916","-0.4","6.13","108","149","112","145","299","311","293"
"2056",472528,"Luis Valbuena",2015,"2056","100.0","0.224","0.214","0.235","0.438","0.325","0.340","0.245","97","434","88.6","17.3","2102","87.7","86.93","244","952","1083","-0.8","5.90","113","149","110","147","286","316","298"
"1905",452234,"Seth Smith",2015,"1905","100.0","0.248","0.195","0.298","0.443","0.331","0.338","0.255","98","395","88.6","10.3","2138","88.6","87.73","206","762","1125","-0.9","5.97","113","152","118","150","285","313","297"
"2447",425509,"Jhonny Peralta",2015,"2447","100.0","0.275","0.136","0.311","0.411","0.323","0.338","0.280","159","579","87.0","12.9","2115","88.4","87.85","282","1220","1197","-0.6","5.93","107","149","113","145","300","313","292"
"2322",571448,"Nolan Arenado",2015,"2322","100.0","0.287","0.287","0.284","0.575","0.371","0.338","0.270","177","616","90.0","15.7","2157","88.6","88.02","260","1232","1035","-0.6","6.08","108","149","114","145","306","324","302"
"1592",605412,"Joe Panik",2015,"1592","100.0","0.312","0.144","0.330","0.455","0.363","0.337","0.286","119","382","85.3","12.9","2102","88.6","88.01","78","681","905","-0.6","5.90","114","146","102","147","282","310","295"
"1909",400121,"Victor Martinez",2015,"1909","100.0","0.245","0.120","0.253","0.366","0.286","0.337","0.283","108","440","87.5","16.0","2089","88.7","88.16","124","906","969","-0.5","6.06","113","159","124","148","289","314","295"
"2254",452252,"Adam Lind",2015,"2254","100.0","0.277","0.183","0.309","0.460","0.351","0.336","0.258","139","502","88.8","13.5","2053","89.1","88.67","212","1001","1212","-0.4","6.14","116","154","121","149","294","312","300"
"1639",471083,"Miguel Montero",2015,"1639","100.0","0.248","0.161","0.306","0.409","0.329","0.336","0.245","86","347","87.9","15.2","2122","89.6","88.75","249","795","818","-0.8","5.92","113","153","117","149","288","313","300"
"1683",460086,"Alex Gordon",2015,"1683","100.0","0.271","0.161","0.327","0.432","0.351","0.336","0.252","96","354","87.5","15.6","2128","88.5","87.54","168","702","940","-1.0","5.90","113","152","113","150","291","313","299"
"2535",461314,"Matt Kemp",2015,"2535","100.0","0.265","0.178","0.311","0.443","0.325","0.336","0.266","158","596","87.7","12.3","2157","88.6","88.13","340","1291","1239","-0.5","6.04","108","149","116","145","303","317","296"
"2056",461235,"Brandon Moss",2015,"2056","100.0","0.226","0.181","0.285","0.407","0.308","0.335","0.237","106","469","88.9","19.5","2119","88.1","87.71","300","1012","1022","-0.4","6.00","114","157","125","148","291","313","298"
"2637",605141,"Mookie Betts",2015,"2637","100.0","0.291","0.187","0.310","0.478","0.351","0.335","0.278","174","598","88.9","15.0","2157","88.9","88.38","156","1059","1569","-0.5","6.07","106","149","105","145","287","310","288"
"1464",475174,"Yonder Alonso",2015,"1464","100.0","0.282","0.099","0.313","0.381","0.327","0.335","0.277","100","354","86.5","9.2","2071","88.5","87.95","105","662","789","-0.5","6.01","115","149","116","149","290","312","299"
"2537",446334,"Evan Longoria",2015,"2537","100.0","0.270","0.166","0.309","0.436","0.327","0.334","0.259","163","603","88.9","15.0","2126","88.2","87.68","282","1187","1314","-0.5","6.01","108","150","116","146","298","320","296"
"2236",471865,"Carlos Gonzalez",2015,"2236","100.0","0.271","0.269","0.284","0.540","0.364","0.334","0.256","150","554","89.1","9.1","2126","89.0","88.44","366","1190","1013","-0.6","6.10","116","152","120","148","304","326","309"
"2405",461858,"Trevor Plouffe",2015,"2405","100.0","0.244","0.190","0.274","0.435","0.321","0.332","0.255","140","573","88.8","13.5","2165","89.2","88.48","226","1074","1321","-0.7","5.96","107","150","112","145","296","312","288"
"1996",430945,"Adam Jones",2015,"1996","100.0","0.269","0.205","0.286","0.474","0.334","0.332","0.264","147","546","87.1","12.3","2144","88.5","88.04","290","1194","773","-0.5","6.02","106","150","113","145","299","319","292"
"2112",431145,"Russell Martin",2015,"2112","100.0","0.240","0.218","0.262","0.458","0.340","0.332","0.238","106","441","87.2","8.5","2154","89.3","88.69","203","863","1235","-0.6","6.10","107","150","113","145","295","313","288"
"1456",150229,"A.J. Pierzynski",2015,"1456","100.0","0.300","0.130","0.310","0.430","0.333","0.331","0.294","122","407","85.1","11.8","2075","88.9","88.33","114","791","644","-0.6","6.00","113","153","117","148","290","313","301"
"2565",453943,"Todd Frazier",2015,"2565","100.0","0.255","0.242","0.271","0.498","0.342","0.331","0.254","158","619","88.6","16.2","2150","89.0","88.68","336","1352","1191","-0.3","6.17","108","148","113","143","297","315","293"
"1941",489149,"Logan Morrison",2015,"1941","100.0","0.225","0.158","0.238","0.383","0.298","0.330","0.255","103","457","88.4","9.3","2148","88.3","87.48","172","929","986","-0.8","5.97","116","150","117","150","286","313","298"
"1845",501896,"David Freese",2015,"1845","100.0","0.258","0.169","0.309","0.427","0.328","0.329","0.252","110","426","87.6","9.0","2133","88.6","87.78","196","837","996","-0.8","6.02","108","151","115","146","303","317","295"
"1863",435062,"Howie Kendrick",2015,"1863","100.0","0.295","0.114","0.342","0.409","0.325","0.329","0.291","137","464","89.0","5.0","2132","89.3","88.64","188","951","904","-0.7","5.97","110","149","113","147","302","314","291"
"2016",458085,"Chris Coghlan",2015,"2016","100.0","0.250","0.193","0.284","0.443","0.337","0.329","0.248","110","440","87.4","12.7","2114","89.1","88.34","174","880","1113","-0.8","5.89","112","146","105","148","284","310","298"
"2515",457708,"Justin Upton",2015,"2515","100.0","0.251","0.203","0.304","0.454","0.340","0.328","0.233","136","542","88.9","14.9","2153","88.6","88.06","356","1115","1382","-0.5","6.04","110","149","116","146","302","318","298"
"2281",516782,"Starling Marte",2015,"2281","100.0","0.287","0.157","0.333","0.444","0.337","0.328","0.262","166","579","85.1","6.9","2113","89.1","88.57","339","1287","944","-0.5","6.09","105","148","104","145","301","313","290"
"2542",457803,"Jay Bruce",2015,"2542","100.0","0.226","0.209","0.251","0.434","0.309","0.328","0.248","131","580","88.7","14.9","2108","88.3","88.07","307","1217","1289","-0.2","6.15","114","153","120","148","293","314","297"
"1709",571506,"Justin Bour",2015,"1709","100.0","0.261","0.217","0.293","0.478","0.342","0.328","0.252","107","410","90.6","9.6","2102","88.5","87.39","214","775","924","-1.1","5.84","113","152","121","150","299","317","302"
"2157",450314,"Ben Zobrist",2015,"2157","100.0","0.276","0.173","0.288","0.450","0.349","0.328","0.263","129","467","87.4","9.0","2096","88.3","87.57","99","788","1354","-0.7","5.89","111","147","108","146","292","310","292"
"2296",502210,"Josh Reddick",2015,"2296","100.0","0.272","0.177","0.278","0.449","0.338","0.328","0.269","143","526","87.6","15.4","2118","87.4","86.63","160","996","1294","-0.8","5.83","114","148","114","148","291","315","299"
"2005",465041,"Francisco Cervelli",2015,"2005","100.0","0.294","0.106","0.358","0.400","0.340","0.327","0.261","133","452","86.4","7.7","2126","89.1","88.59","158","829","1162","-0.5","6.09","108","149","109","146","299","309","284"
"1963",474892,"Chris Carter",2015,"1963","100.0","0.199","0.228","0.244","0.427","0.319","0.327","0.205","78","391","89.7","19.1","2154","88.7","87.89","336","901","1052","-0.8","5.95","109","152","117","144","295","321","298"
"2561",452104,"Chase Headley",2015,"2561","100.0","0.259","0.110","0.317","0.369","0.307","0.325","0.266","150","580","85.5","12.3","2083","88.4","87.69","233","1096","1456","-0.7","5.97","111","154","119","146","289","313","292"
"2102",519390,"Stephen Vogt",2015,"2102","100.0","0.261","0.182","0.290","0.443","0.335","0.324","0.253","116","445","86.7","16.2","2098","87.1","86.25","160","865","1211","-0.8","5.80","113","150","116","147","289","313","299"
"1534",543068,"C.J. Cron",2015,"1534","100.0","0.262","0.177","0.293","0.439","0.318","0.323","0.258","99","378","88.1","12.3","2168","88.0","87.25","172","778","746","-0.7","5.99","108","150","116","146","299","315","294"
"2273",622110,"Matt Duffy",2015,"2273","100.0","0.295","0.133","0.336","0.428","0.331","0.322","0.277","169","573","87.1","9.1","2150","89.0","88.35","189","1043","1222","-0.6","5.93","109","148","110","146","298","311","286"
"2317",592206,"Nicholas Castellanos",2015,"2317","100.0","0.255","0.164","0.322","0.419","0.311","0.322","0.257","140","549","86.2","17.5","2125","88.8","88.23","342","1152","1163","-0.6","6.08","108","150","115","146","298","315","288"
"2076",444432,"Mark Trumbo",2015,"2076","100.0","0.262","0.187","0.313","0.449","0.327","0.321","0.252","133","508","91.0","13.7","2114","88.7","87.91","330","1069","1000","-0.8","5.97","109","150","116","146","300","319","296"
"1549",514913,"Ruben Tejada",2015,"1549","100.0","0.261","0.089","0.315","0.350","0.303","0.320","0.270","94","360","83.4","13.4","2161","89.0","87.92","162","774","743","-1.1","6.00","107","149","105","146","292","305","281"
"2157",445988,"Martin Prado",2015,"2157","100.0","0.288","0.106","0.313","0.394","0.318","0.319","0.282","144","500","87.9","10.1","2116","88.8","87.79","98","848","1279","-1.0","5.89","109","148","111","146","297","307","284"
"2732",458731,"Brett Gardner",2015,"2732","100.0","0.259","0.140","0.312","0.399","0.327","0.319","0.245","148","571","86.2","10.2","2104","88.7","88.03","218","1015","1698","-0.7","6.00","106","145","96","145","277","307","293"
"1832",542303,"Marcell Ozuna",2015,"1832","100.0","0.259","0.124","0.320","0.383","0.302","0.319","0.261","119","459","90.8","9.4","2134","88.8","87.67","228","872","951","-1.1","5.88","109","149","114","146","302","315","295"
"2349",518792,"Jason Heyward",2015,"2349","100.0","0.293","0.146","0.329","0.439","0.346","0.319","0.268","160","547","88.7","6.6","2132","89.0","88.54","156","962","1371","-0.5","5.94","113","147","113","148","293","314","300"
"1621",624585,"Jorge Soler",2015,"1621","100.0","0.262","0.137","0.361","0.399","0.312","0.318","0.257","96","366","89.2","10.7","2101","88.6","87.86","261","772","828","-0.7","5.93","109","148","114","145","297","317","296"
"2116",453064,"Troy Tulowitzki",2015,"2116","100.0","0.279","0.160","0.331","0.439","0.334","0.317","0.257","136","487","89.6","13.4","2159","88.9","88.32","219","948","1145","-0.6","6.07","108","150","115","145","303","323","301"
"2336",435522,"Neil Walker",2015,"2336","100.0","0.269","0.158","0.306","0.427","0.325","0.317","0.252","146","543","88.0","15.3","2095","89.0","88.63","226","1156","1149","-0.4","6.11","114","148","109","149","294","312","294"
"2451",518934,"DJ LeMahieu",2015,"2451","100.0","0.301","0.087","0.362","0.388","0.327","0.317","0.275","170","564","89.5","6.2","2167","89.9","89.41","176","1056","1362","-0.5","6.12","110","148","106","146","306","318","291"
"1788",543543,"Brad Miller",2015,"1788","100.0","0.258","0.144","0.307","0.402","0.319","0.317","0.251","113","438","87.8","10.0","2147","88.7","87.89","217","861","915","-0.8","6.01","111","145","102","148","281","311","295"
"1816",133380,"Aramis Ramirez",2015,"1816","100.0","0.246","0.177","0.253","0.423","0.309","0.317","0.256","117","475","87.2","16.5","2081","89.1","88.68","173","961","836","-0.4","6.15","108","149","115","145","300","313","292"
"2540",523253,"Logan Forsythe",2015,"2540","100.0","0.281","0.163","0.323","0.444","0.350","0.316","0.245","152","540","87.5","15.9","2140","88.3","87.80","190","1024","1497","-0.5","6.01","107","149","111","146","294","312","288"
"2094",435263,"Brian McCann",2015,"2094","100.0","0.232","0.204","0.235","0.437","0.327","0.316","0.231","108","465","88.7","16.8","2081","87.9","87.18","152","874","1192","-0.7","5.97","114","164","126","148","291","318","297"
"1588",434670,"Hanley Ramirez",2015,"1588","100.0","0.249","0.177","0.257","0.426","0.308","0.315","0.263","100","401","88.5","7.7","2145","89.0","88.48","156","791","786","-0.5","6.10","108","150","116","146","291","317","298"
"1782",467092,"Wilson Ramos",2015,"1782","100.0","0.229","0.128","0.256","0.358","0.265","0.315","0.268","109","475","88.4","5.1","2119","88.7","88.12","232","955","819","-0.6","6.09","109","149","114","146","300","313","292"
"2168",408252,"Brandon Phillips",2015,"2168","100.0","0.294","0.100","0.315","0.395","0.315","0.315","0.289","173","588","85.4","11.1","2133","89.1","88.93","222","1172","983","-0.2","6.21","108","148","110","145","295","309","283"
"1892",592192,"Mark Canha",2015,"1892","100.0","0.254","0.172","0.289","0.426","0.323","0.314","0.242","112","441","89.3","13.9","2137","87.9","87.10","201","889","987","-0.8","5.84","107","149","114","146","297","314","292"
"2557",594777,"Kole Calhoun",2015,"2557","100.0","0.256","0.167","0.304","0.422","0.317","0.314","0.246","161","630","85.3","10.8","2124","88.3","87.35","351","1253","1294","-1.0","5.98","114","148","107","149","290","313","299"
"2142",541645,"Avisail Garcia",2015,"2142","100.0","0.257","0.108","0.320","0.365","0.296","0.313","0.260","142","553","87.3","7.5","2168","89.3","88.69","391","1259","862","-0.6","6.10","107","148","114","145","295","313","288"
"1578",596019,"Francisco Lindor",2015,"1578","100.0","0.313","0.169","0.348","0.482","0.358","0.313","0.268","122","390","86.5","5.0","2125","88.5","88.09","145","789","769","-0.4","6.01","105","145","98","145","280","304","286"
"2526",435079,"Ian Kinsler",2015,"2526","100.0","0.296","0.131","0.323","0.428","0.335","0.312","0.273","185","624","85.4","16.8","2152","89.6","89.03","146","1189","1324","-0.6","6.05","107","149","107","145","293","311","283"
"2282",543939,"Kolten Wong",2015,"2282","100.0","0.262","0.124","0.296","0.386","0.310","0.310","0.262","146","557","86.1","11.7","2115","88.6","88.03","223","1140","1109","-0.6","5.92","110","146","99","148","287","309","297"
"2042",435063,"Mike Napoli",2015,"2042","100.0","0.224","0.187","0.268","0.410","0.321","0.310","0.210","91","407","87.7","15.8","2140","88.8","88.29","223","859","1169","-0.5","6.08","107","151","116","145","293","318","297"
"2729",453568,"Charlie Blackmon",2015,"2729","100.0","0.287","0.163","0.325","0.450","0.345","0.310","0.255","176","614","84.7","12.9","2120","89.1","88.69","183","1154","1538","-0.4","6.10","115","147","98","150","294","320","304"
