"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"2572",466320,"Melky Cabrera",2015,"2572","100.0","0.273","0.121","0.297","0.394","0.307","0.310","0.279","172","629","88.4","10.7","2147","88.9","88.26","161","1200","1352","-0.6","6.08","110","147","106","146","286","309","290"
"2712",455976,"Nick Markakis",2015,"2712","100.0","0.296","0.080","0.338","0.376","0.327","0.309","0.270","181","612","87.2","9.3","2092","88.7","87.97","131","1128","1545","-0.7","5.94","114","147","110","148","286","311","299"
"1622",400284,"Chase Utley",2015,"1622","100.0","0.212","0.131","0.230","0.343","0.274","0.308","0.252","79","373","87.5","13.0","2127","88.6","87.81","96","660","935","-0.8","5.97","115","147","115","149","288","312","296"
"2085",467827,"Gerardo Parra",2015,"2085","100.0","0.291","0.161","0.325","0.452","0.334","0.306","0.263","159","547","85.9","9.9","2090","88.4","88.03","209","1127","928","-0.4","6.09","111","147","99","147","284","309","296"
"2011",458675,"Colby Rasmus",2015,"2011","100.0","0.238","0.236","0.305","0.475","0.339","0.305","0.213","103","432","88.2","18.2","2119","87.6","86.82","297","926","1076","-0.8","5.91","113","153","115","148","290","318","299"
"1840",521692,"Salvador Perez",2015,"1840","100.0","0.260","0.166","0.270","0.426","0.300","0.304","0.269","138","531","87.1","13.9","2157","88.6","87.72","178","990","836","-0.9","5.97","107","150","115","146","297","313","291"
"1908",425560,"Adam LaRoche",2015,"1908","100.0","0.207","0.133","0.269","0.340","0.283","0.304","0.220","89","429","88.3","14.4","2088","88.6","87.95","215","821","1079","-0.6","6.09","113","161","129","147","292","316","296"
"1813",576397,"Jedd Gyorko",2015,"1813","100.0","0.247","0.150","0.290","0.397","0.301","0.304","0.242","104","421","87.4","13.6","2127","88.1","87.55","224","882","921","-0.6","6.01","109","149","114","146","300","313","290"
"2529",570256,"Gregory Polanco",2015,"2529","100.0","0.256","0.125","0.308","0.381","0.304","0.304","0.251","152","593","88.4","11.0","2106","88.7","88.09","221","1103","1371","-0.6","6.04","115","147","100","149","292","312","296"
"1640",456030,"Dustin Pedroia",2015,"1640","100.0","0.291","0.149","0.307","0.440","0.346","0.303","0.244","111","382","87.4","11.5","2144","89.2","88.60","92","708","928","-0.6","6.05","108","149","111","146","287","311","289"
"1744",460576,"Carlos Gomez",2015,"1744","100.0","0.255","0.154","0.307","0.409","0.315","0.303","0.241","111","435","86.1","12.7","2111","88.9","88.57","249","955","756","-0.3","6.12","107","150","105","145","298","315","293"
"2820",451594,"Dexter Fowler",2015,"2820","100.0","0.250","0.161","0.308","0.411","0.333","0.303","0.228","149","596","85.0","13.3","2109","89.3","88.53","255","1159","1638","-0.8","5.93","111","147","101","148","288","311","294"
"1726",592663,"J.T. Realmuto",2015,"1726","100.0","0.259","0.147","0.285","0.406","0.298","0.303","0.264","114","441","87.1","10.0","2151","88.8","87.72","140","859","856","-1.1","5.84","109","149","112","146","298","309","288"
"1979",407781,"Marlon Byrd",2015,"1979","100.0","0.247","0.206","0.297","0.453","0.317","0.302","0.234","125","506","85.1","12.8","2145","88.8","88.43","372","1191","775","-0.4","6.11","109","148","113","144","297","312","290"
"1906",592743,"Andrelton Simmons",2015,"1906","100.0","0.265","0.073","0.285","0.338","0.290","0.302","0.271","142","535","85.0","4.6","2092","88.6","88.02","103","867","1002","-0.6","5.96","108","148","104","145","296","312","288"
"2102",594828,"Evan Gattis",2015,"2102","100.0","0.246","0.217","0.264","0.463","0.317","0.301","0.244","139","566","88.1","9.5","2137","87.9","87.05","265","1062","1025","-0.9","5.88","108","150","116","145","292","318","297"
"2202",457706,"Austin Jackson",2015,"2202","100.0","0.266","0.118","0.341","0.384","0.304","0.301","0.259","131","492","87.2","8.6","2170","89.5","88.71","215","969","1222","-0.8","6.05","107","149","105","146","292","308","279"
"1764",500871,"Eduardo Escobar",2015,"1764","100.0","0.262","0.183","0.301","0.445","0.323","0.300","0.239","107","409","85.4","14.5","2145","88.8","88.17","185","852","907","-0.6","5.96","108","147","101","146","283","305","285"
"2786",594809,"Adam Eaton",2015,"2786","100.0","0.287","0.144","0.345","0.431","0.346","0.300","0.243","175","610","85.4","8.6","2143","89.1","88.46","224","1201","1533","-0.6","6.06","105","144","94","143","272","302","290"
"2023",500208,"Yangervis Solarte",2015,"2023","100.0","0.270","0.158","0.279","0.428","0.324","0.300","0.257","142","526","87.4","11.0","2096","88.2","87.66","130","974","1037","-0.5","6.02","112","147","103","148","289","310","295"
"2227",514888,"Jose Altuve",2015,"2227","100.0","0.313","0.146","0.329","0.459","0.347","0.298","0.260","200","638","85.0","9.7","2153","88.4","87.62","130","1144","1033","-0.8","5.88","105","147","99","144","288","309","280"
"1881",453056,"Jacoby Ellsbury",2015,"1881","100.0","0.257","0.088","0.301","0.345","0.294","0.298","0.250","116","452","85.0","11.7","2106","88.3","87.64","157","905","962","-0.7","5.96","112","147","102","147","280","309","293"
"1525",150212,"Michael Cuddyer",2015,"1525","100.0","0.259","0.132","0.312","0.391","0.306","0.298","0.244","98","379","86.2","7.9","2129","89.1","88.22","191","784","737","-0.9","6.10","109","150","115","146","296","312","290"
"2176",457727,"Cameron Maybin",2015,"2176","100.0","0.267","0.103","0.316","0.370","0.307","0.298","0.256","135","505","86.7","4.0","2132","89.2","88.48","194","943","1221","-0.7","5.96","109","148","105","145","298","312","291"
"2834",572821,"Brian Dozier",2015,"2834","100.0","0.236","0.209","0.261","0.444","0.323","0.297","0.220","148","628","86.9","17.9","2155","88.9","88.27","281","1260","1539","-0.6","5.98","106","150","105","144","292","310","286"
"2530",593428,"Xander Bogaerts",2015,"2530","100.0","0.320","0.101","0.372","0.421","0.338","0.295","0.269","196","613","86.7","8.8","2151","88.6","88.07","252","1240","1282","-0.5","6.09","107","149","111","146","287","310","286"
"2370",543760,"Marcus Semien",2015,"2370","100.0","0.257","0.147","0.312","0.405","0.311","0.294","0.237","143","556","86.2","13.7","2130","87.9","87.30","232","1035","1324","-0.6","5.87","105","148","106","145","294","311","286"
"1790",448602,"Mark Reynolds",2015,"1790","100.0","0.230","0.168","0.300","0.398","0.312","0.294","0.204","88","382","87.0","13.6","2123","88.6","87.97","262","826","950","-0.6","5.91","109","150","115","145","301","316","295"
"1749",435559,"Kurt Suzuki",2015,"1749","100.0","0.240","0.074","0.265","0.314","0.269","0.293","0.257","104","433","86.4","13.0","2156","89.2","88.55","113","794","925","-0.7","6.02","107","148","109","144","292","305","275"
"2068",452678,"Asdrubal Cabrera",2015,"2068","100.0","0.265","0.164","0.306","0.430","0.319","0.293","0.230","134","505","86.8","16.3","2141","88.0","87.42","256","1097","935","-0.6","6.00","110","150","108","148","287","313","295"
"2370",607054,"Jace Peterson",2015,"2370","100.0","0.239","0.097","0.296","0.335","0.287","0.293","0.236","126","528","84.0","9.4","2060","88.5","87.83","232","1013","1326","-0.7","5.96","113","147","100","147","282","307","296"
"2087",116338,"Torii Hunter",2015,"2087","100.0","0.240","0.169","0.258","0.409","0.304","0.293","0.234","125","521","86.8","11.0","2149","89.2","88.62","258","1112","962","-0.6","6.00","108","149","110","145","296","309","283"
"1722",605125,"Cody Asche",2015,"1722","100.0","0.245","0.151","0.304","0.395","0.298","0.293","0.242","104","425","86.3","14.5","2133","88.7","88.00","207","830","871","-0.7","6.01","113","147","111","149","285","310","293"
"1717",519306,"Steven Souza Jr.",2015,"1717","100.0","0.225","0.174","0.318","0.399","0.316","0.291","0.200","84","373","86.3","13.6","2131","88.0","87.42","261","792","914","-0.6","6.00","107","150","110","146","296","317","295"
"2297",543434,"Brett Lawrie",2015,"2297","100.0","0.260","0.148","0.320","0.407","0.306","0.291","0.240","146","562","88.2","8.2","2136","87.5","86.75","294","1117","1169","-0.7","5.83","107","149","112","146","298","315","291"
"1603",474568,"Jordy Mercer",2015,"1603","100.0","0.244","0.076","0.290","0.320","0.265","0.291","0.260","96","394","85.8","9.9","2119","88.8","88.21","118","698","868","-0.6","6.04","108","148","105","145","299","308","283"
"2252",519184,"Ben Revere",2015,"2252","100.0","0.306","0.071","0.338","0.377","0.316","0.291","0.276","181","592","80.6","5.2","2138","89.4","88.70","101","942","1294","-0.7","6.09","106","144","91","144","266","297","289"
"2155",546318,"Odubel Herrera",2015,"2155","100.0","0.297","0.121","0.387","0.418","0.333","0.290","0.242","147","495","86.7","8.4","2107","88.4","87.59","269","1053","1069","-0.8","5.99","112","146","98","147","280","305","292"
"1755",596059,"Rougned Odor",2015,"1755","100.0","0.261","0.204","0.283","0.465","0.334","0.290","0.228","111","426","86.8","11.1","2145","87.8","87.34","158","839","887","-0.5","6.04","110","145","99","149","286","313","296"
"2085",571788,"Brock Holt",2015,"2085","100.0","0.280","0.099","0.350","0.379","0.322","0.290","0.244","127","454","84.8","9.6","2152","88.9","88.49","128","843","1235","-0.4","6.11","109","146","102","147","271","304","296"
"1955",595281,"Kevin Kiermaier",2015,"1955","100.0","0.263","0.156","0.305","0.419","0.309","0.289","0.256","133","506","85.8","9.2","2145","88.3","87.70","210","993","947","-0.6","5.98","108","145","96","147","281","311","296"
"1501",543510,"James McCann",2015,"1501","100.0","0.264","0.122","0.325","0.387","0.297","0.289","0.254","106","401","86.1","9.7","2156","88.6","88.14","196","782","709","-0.5","6.07","108","150","110","146","295","312","284"
"2093",544369,"Didi Gregorius",2015,"2093","100.0","0.265","0.105","0.297","0.370","0.303","0.288","0.249","139","525","84.1","10.9","2095","88.4","87.69","244","1077","998","-0.7","5.99","109","146","102","146","277","307","291"
"1533",425567,"Alex Rios",2015,"1533","100.0","0.255","0.099","0.294","0.353","0.279","0.288","0.256","98","385","87.5","14.9","2145","88.6","87.76","131","725","803","-0.8","5.98","107","149","114","145","297","311","286"
"1757",543213,"Johnny Giavotella",2015,"1757","100.0","0.272","0.104","0.301","0.375","0.303","0.288","0.256","123","453","84.1","9.8","2145","88.6","87.65","118","792","951","-0.9","5.97","105","148","102","145","296","306","280"
"2445",462101,"Elvis Andrus",2015,"2445","100.0","0.258","0.099","0.282","0.357","0.292","0.287","0.250","154","597","84.8","9.3","2147","88.4","88.06","156","1039","1383","-0.3","6.03","104","146","101","145","295","309","279"
"1848",467055,"Pablo Sandoval",2015,"1848","100.0","0.245","0.121","0.270","0.366","0.288","0.286","0.239","115","470","85.8","11.2","2128","88.4","87.94","208","1085","750","-0.5","6.08","114","148","117","149","283","313","300"
"1812",425877,"Yadier Molina",2015,"1812","100.0","0.270","0.080","0.295","0.350","0.287","0.286","0.256","132","488","85.6","12.0","2143","88.9","88.35","166","976","820","-0.5","5.94","109","148","113","145","298","309","285"
"1567",543281,"Josh Harrison",2015,"1567","100.0","0.287","0.103","0.336","0.390","0.313","0.286","0.250","120","418","84.6","12.0","2117","89.0","88.33","171","845","703","-0.7","6.02","108","149","102","146","301","311","288"
"2155",430947,"Erick Aybar",2015,"2155","100.0","0.270","0.069","0.300","0.338","0.281","0.284","0.264","161","597","82.6","5.9","2113","88.1","87.21","147","1100","1010","-0.9","5.99","105","144","94","146","282","305","291"
"1614",572365,"Ryan Goins",2015,"1614","100.0","0.250","0.104","0.304","0.354","0.297","0.284","0.228","94","376","85.0","5.6","2108","88.9","88.28","127","684","910","-0.6","6.14","109","146","99","146","276","305","294"
"2263",607680,"Kevin Pillar",2015,"2263","100.0","0.278","0.121","0.306","0.399","0.310","0.282","0.252","163","586","84.1","11.4","2145","89.1","88.46","210","1147","1093","-0.6","6.08","104","147","105","144","292","309","283"
"2365",435622,"Ian Desmond",2015,"2365","100.0","0.233","0.151","0.307","0.384","0.294","0.281","0.216","136","583","89.0","7.2","2146","89.0","88.44","340","1172","1181","-0.6","6.12","108","149","110","146","300","315","292"
"1969",527038,"Wilmer Flores",2015,"1969","100.0","0.263","0.145","0.273","0.408","0.304","0.281","0.248","127","483","85.4","14.5","2142","88.9","88.00","137","957","997","-0.9","6.03","108","149","110","147","296","310","288"
"1472",630111,"Yasmany Tomas",2015,"1472","100.0","0.273","0.128","0.354","0.401","0.307","0.280","0.243","111","406","88.3","6.3","2166","88.8","88.21","231","837","631","-0.6","5.98","110","149","116","146","302","317","294"
"2129",276519,"Jimmy Rollins",2015,"2129","100.0","0.224","0.133","0.246","0.358","0.283","0.280","0.230","116","517","84.3","14.9","2097","89.0","88.36","173","952","1169","-0.6","6.00","111","148","105","148","287","310","294"
"1889",572191,"Michael A. Taylor",2015,"1889","100.0","0.229","0.129","0.311","0.358","0.274","0.280","0.225","108","472","84.9","8.9","2134","88.4","87.84","328","972","867","-0.6","6.08","107","149","104","146","298","313","291"
"1459",519299,"Eric Sogard",2015,"1459","100.0","0.247","0.056","0.283","0.304","0.266","0.280","0.259","92","372","83.9","10.9","2139","88.2","87.50","65","590","852","-0.7","5.87","108","144","95","145","270","299","291"
"1628",514917,"Cesar Hernandez",2015,"1628","100.0","0.272","0.077","0.342","0.348","0.306","0.279","0.236","110","405","82.4","4.4","2123","89.2","88.47","165","749","857","-0.7","6.05","108","146","96","146","277","302","286"
"2108",434636,"Angel Pagan",2015,"2108","100.0","0.262","0.070","0.310","0.332","0.280","0.279","0.251","134","512","85.1","12.8","2114","88.6","87.86","108","873","1233","-0.7","5.88","112","147","101","147","287","310","293"
"1936",542255,"Ender Inciarte",2015,"1936","100.0","0.303","0.105","0.329","0.408","0.325","0.278","0.254","159","524","83.2","7.9","2127","88.9","88.45","105","903","989","-0.5","6.02","106","143","90","145","281","308","296"
"2137",516770,"Starlin Castro",2015,"2137","100.0","0.266","0.111","0.300","0.378","0.290","0.278","0.242","146","548","84.8","8.2","2118","89.2","88.48","205","1039","1067","-0.7","5.97","109","149","112","145","296","312","290"
"2311",444876,"Alcides Escobar",2015,"2311","100.0","0.257","0.064","0.286","0.320","0.271","0.277","0.257","157","612","83.0","9.7","2164","88.7","87.81","216","1184","1095","-0.9","5.94","106","148","99","145","294","305","275"
"1677",588751,"Adeiny Hechavarria",2015,"1677","100.0","0.281","0.094","0.325","0.374","0.298","0.275","0.250","132","470","86.1","8.4","2126","88.9","87.92","163","862","779","-1.0","5.90","107","147","102","145","296","305","282"
"2186",493351,"Alexei Ramirez",2015,"2186","100.0","0.249","0.108","0.264","0.357","0.279","0.274","0.249","145","583","84.1","9.4","2175","88.6","88.03","166","1056","1121","-0.6","6.09","105","148","104","144","290","309","283"
"1902",456422,"Michael Bourn",2015,"1902","100.0","0.238","0.045","0.315","0.282","0.269","0.274","0.226","101","425","82.7","7.0","2084","88.7","88.16","201","781","1100","-0.5","5.99","106","143","94","144","270","300","291"
"2288",520471,"Freddy Galvis",2015,"2288","100.0","0.263","0.081","0.309","0.343","0.284","0.273","0.240","147","559","83.3","12.3","2104","88.9","88.14","221","1152","1110","-0.8","6.04","108","146","97","147","279","303","287"
"1811",501571,"Juan Lagares",2015,"1811","100.0","0.259","0.100","0.308","0.358","0.281","0.272","0.245","114","441","88.7","9.9","2139","88.9","87.95","188","903","879","-1.0","6.04","107","149","104","146","294","309","286"
"2131",543238,"Anthony Gose",2015,"2131","100.0","0.254","0.113","0.352","0.367","0.304","0.270","0.221","123","485","84.9","9.0","2113","88.8","88.14","281","1030","1061","-0.7","6.01","106","144","95","145","277","306","293"
"1923",592261,"Delino DeShields",2015,"1923","100.0","0.261","0.113","0.334","0.374","0.317","0.269","0.207","111","425","81.1","7.1","2174","88.4","88.07","165","720","1168","-0.3","6.04","101","144","96","143","293","307","279"
"1661",452220,"Stephen Drew",2015,"1661","100.0","0.201","0.180","0.201","0.381","0.284","0.269","0.207","77","383","84.9","16.3","2094","88.0","87.35","108","685","968","-0.6","6.01","111","152","112","148","285","313","293"
"1515",457787,"Danny Espinosa",2015,"1515","100.0","0.240","0.169","0.299","0.409","0.310","0.267","0.199","88","367","84.0","12.0","2098","88.5","88.01","229","803","665","-0.5","6.10","109","146","105","148","292","313","296"
"2226",519083,"Derek Norris",2015,"2226","100.0","0.250","0.153","0.310","0.404","0.309","0.266","0.215","129","515","86.5","13.6","2157","88.8","88.24","215","999","1217","-0.6","6.03","110","149","114","146","299","313","292"
"2154",608365,"Addison Russell",2015,"2154","100.0","0.242","0.147","0.324","0.389","0.304","0.265","0.202","115","475","85.1","15.5","2130","89.3","88.55","320","1029","1110","-0.7","5.96","109","149","107","146","294","309","286"
"2248",543829,"Dee Gordon",2015,"2248","100.0","0.333","0.085","0.383","0.418","0.337","0.264","0.247","205","615","79.8","1.6","2131","89.4","88.24","161","1130","1073","-1.2","5.88","103","142","86","141","270","298","291"
"1692",592696,"Eddie Rosario",2015,"1692","100.0","0.267","0.192","0.332","0.459","0.316","0.263","0.218","121","453","86.1","14.3","2136","88.5","87.75","267","990","682","-0.7","5.92","111","145","100","147","284","308","292"
"1692",578428,"Jose Iglesias",2015,"1692","100.0","0.300","0.070","0.330","0.370","0.315","0.262","0.241","125","416","81.9","5.9","2132","89.0","88.46","78","768","898","-0.5","6.05","104","147","100","145","289","304","273"
"1616",570560,"Yolmer Sanchez",2015,"1616","100.0","0.224","0.103","0.270","0.326","0.262","0.259","0.230","87","389","84.0","8.5","2134","88.7","87.96","164","787","814","-0.7","6.08","108","146","99","145","276","303","286"
"1804",408314,"Jose Reyes",2015,"1804","100.0","0.274","0.104","0.301","0.378","0.300","0.258","0.239","132","481","83.0","11.4","2126","89.3","88.72","147","899","896","-0.6","6.13","106","145","94","144","284","308","290"
"1975",572008,"Chris Owings",2015,"1975","100.0","0.227","0.095","0.305","0.322","0.255","0.252","0.220","117","515","84.0","13.3","2158","88.7","88.23","273","1045","902","-0.5","6.00","107","147","102","146","298","311","285"
"2057",516416,"Jean Segura",2015,"2057","100.0","0.257","0.079","0.298","0.336","0.268","0.251","0.234","144","560","85.1","6.6","2044","89.5","89.16","191","1090","940","-0.3","6.15","107","147","99","145","296","305","284"
"1636",400085,"Ichiro Suzuki",2015,"1636","100.0","0.229","0.050","0.257","0.279","0.250","0.250","0.222","91","398","81.6","3.6","2149","89.5","88.53","71","701","920","-1.0","5.91","109","146","96","143","270","300","295"
"1947",542993,"Billy Burns",2015,"1947","100.0","0.295","0.100","0.341","0.395","0.318","0.249","0.229","154","522","81.5","8.6","2113","88.1","87.35","185","1126","799","-0.8","5.83","100","141","91","140","270","295","282"
"1789",429666,"J.J. Hardy",2015,"1789","100.0","0.219","0.092","0.257","0.311","0.248","0.248","0.217","90","411","85.9","10.4","2175","89.1","88.77","126","709","1077","-0.3","6.04","107","150","111","145","295","311","283"
"1645",605113,"Nick Ahmed",2015,"1645","100.0","0.226","0.133","0.257","0.359","0.276","0.246","0.207","95","421","83.6","11.1","2135","88.8","88.40","175","769","853","-0.4","6.03","109","147","101","146","298","311","286"
"1557",408299,"Omar Infante",2015,"1557","100.0","0.220","0.098","0.255","0.318","0.238","0.242","0.231","97","440","82.5","14.0","2169","89.0","88.17","147","737","814","-0.8","5.98","105","148","103","144","293","305","274"
"1678",571740,"Billy Hamilton",2015,"1678","100.0","0.226","0.063","0.264","0.289","0.251","0.239","0.209","93","412","78.7","8.7","2104","89.5","89.19","134","741","892","-0.3","6.19","96","139","85","139","272","297","282"
